Order_ID,Order_Date,Customer_ID,Product,Category,Region,Quantity,Unit_Price,Discount,Sales,Cost,Payment_Method
ORD100691,03/08/2025,CUST10755,Mouse,Accessories,South,3,₹853.22,0.2,2047.7331236727257,1890.9289840871309,Net Banking
ORD100692,10/11/2025,CUST12319,Printer,Office Equipment,West,7,"₹9,453.23",0.0,66172.58193396378,51896.44632590571,Cash
ORD100693,21/11/2025,CUST11821,Printer,Office Equipment,North,2,"₹8,923.32",0.0,17846.64119183814,14248.75086147284,Credit Card
ORD100694,06/03/2024,CUST11117,Monitor,Electronics,South,4,"₹11,953.89",0.05,45424.76366735564,31091.954337195115,UPI
ORD100695,03/07/2024,CUST11572,Mouse,Accessories,West,2,₹982.78,0.0,1965.5659977810717,1412.5315728851704,UPI
ORD100696,10/06/2025,CUST12206,Keyboard,Accessories,South,5,"₹1,680.35",,8401.726165953949,5757.624063730139,Debit Card
ORD100697,06/03/2025,CUST10194,Monitor,Electronics,West,7,"₹12,621.26",0.2,70679.06647015823,72733.85481995762,Net Banking
ORD100698,06/02/2024,CUST12004,Mouse,Accessories,South,7,₹864.24,0.05,5747.199140819975,4933.9632536958115,Cash
ORD100699,10/03/2024,CUST11431,Mouse,Accessories,East,2,₹877.96,0.1,1580.3278431076496,1452.0923052396886,Credit Card
ORD100700,15/01/2025,CUST12448,Printer,Office Equipment,West,6,"₹9,150.94",0.1,49415.05718402969,39668.99121829704,Debit Card
ORD100701,25/03/2025,CUST12119,Tablet,Electronics,East,7,"₹23,291.27",0.1,146734.9941436793,124087.6576267554,UPI
ORD100702,02/05/2024,CUST12238,Keyboard,Accessories,West,6,"₹2,040.41",0.0,12242.432645313973,9764.203703309304,Cash
ORD100703,05/05/2024,CUST10150,Printer,Office Equipment,North,4,"₹8,376.33",0.05,31830.05452784788,23125.083168949383,Cash
ORD100704,04/04/2024,CUST11134,Laptop,Electronics,West,2,"₹57,273.03",0.0,114546.06356604095,100084.86409113088,Net Banking
ORD100705,16/02/2025,CUST12263,Tablet,Electronics,East,4,"₹21,530.03",,86120.10675855674,60802.05834646774,UPI
ORD100706,06/01/2024,CUST10677,Monitor,Electronics,West,6,"₹12,168.18",0.05,69358.61229573864,54783.39479818345,Credit Card
ORD100707,21/02/2025,CUST10642,Monitor,Electronics,South,5,"₹11,020.81",0.15,46838.45514180011,45819.14442412357,Credit Card
ORD100708,13/12/2024,CUST11668,Tablet,Electronics,East,3,"₹24,577.27",,73731.81632450208,59662.6371171064,Credit Card
ORD100709,06/12/2024,CUST10819,Headphones,Electronics,West,2,"₹2,724.14",0.05,5175.856997628368,4034.1259986318187,UPI
ORD100710,10/05/2025,CUST11470,Printer,Office Equipment,South,5,"₹8,982.89",0.0,44914.46283146962,32083.81431435316,Cash
ORD100711,16/01/2025,CUST10998,Monitor,Electronics,South,3,"₹11,820.23",0.05,33687.65595294513,27601.932401778085,Credit Card
ORD100712,15/06/2025,CUST11127,Headphones,Electronics,East,4,"₹2,155.56",0.15,7328.890204596761,6225.241669126094,Debit Card
ORD100713,11/07/2025,CUST10355,Headphones,Electronics,North,7,"₹2,527.67",0.1,15924.303987367903,13549.147158415748,UPI
ORD100714,02/11/2025,CUST12084,Monitor,Electronics,East,1,"₹12,344.69",0.0,12344.689543525994,10171.955055846653,Debit Card
ORD100715,06/08/2025,CUST10246,Printer,Office Equipment,North,2,"₹10,057.41",0.0,20114.811619843225,12754.780626577369,Debit Card
ORD100716,12/01/2025,CUST10424,Laptop,Electronics,East,7,"₹65,021.41",0.15,386877.4030782355,361961.46377019805,Debit Card
ORD100717,25/12/2024,CUST10601,Keyboard,Accessories,West,7,"₹1,614.98",0.15,9609.153659064828,6953.334927863677,Cash
ORD100718,21/06/2024,CUST10686,Tablet,Electronics,West,3,"₹19,888.38",0.0,59665.126644222306,48061.624859853815,Cash
ORD100719,13/03/2025,CUST10013,Monitor,Electronics,West,7,"₹10,775.52",0.15,64114.360104771884,49674.54196815373,Net Banking
ORD100720,11/04/2024,CUST12397,Keyboard,Accessories,South,2,"₹2,036.81",0.05,3869.936780781005,3006.9203930109034,Net Banking
ORD100721,10/11/2025,CUST11443,Headphones,Electronics,West,1,"₹2,720.04",0.0,2720.0419430203056,1835.3696098169066,Debit Card
ORD100722,08/09/2025,CUST11223,Smartphone,Electronics,East,3,"₹32,922.90",0.05,93830.25114010938,68163.67310051814,Debit Card
ORD100723,28/03/2024,CUST10336,Mouse,Accessories,South,4,₹991.92,0.15,3372.5179702679966,3079.0802031977746,Cash
ORD100724,27/07/2025,CUST11583,Printer,Office Equipment,East,1,"₹7,908.21",0.15,6721.981504743879,5699.676987660308,UPI
ORD100725,26/03/2024,CUST10233,Keyboard,Accessories,East,2,"₹1,909.18",0.1,3436.515904208527,2812.290161854841,Net Banking
ORD100726,10/06/2025,CUST10681,Monitor,Electronics,North,6,"₹12,735.61",0.05,72592.98934095194,67221.37244677983,Net Banking
ORD100727,05/03/2024,CUST11408,Smartphone,Electronics,East,5,"₹27,523.40",0.05,130736.12801403935,87256.28787971633,UPI
ORD100728,22/12/2024,CUST12456,Printer,Office Equipment,East,5,"₹8,974.80",0.05,42630.288503318225,31752.638203208648,Cash
ORD100729,25/04/2025,CUST11481,Tablet,Electronics,North,7,"₹23,072.04",0.05,153429.09150396028,120879.30611439091,Net Banking
ORD100730,16/06/2025,CUST11195,Printer,Office Equipment,North,2,"₹10,072.81",0.1,18131.055083395386,16677.30224766226,UPI
ORD100731,01/11/2024,CUST11649,Headphones,Electronics,North,7,"₹2,207.82",0.1,13909.260539144172,10494.844187754454,Debit Card
ORD100732,03/11/2025,CUST11831,Mouse,Accessories, west,3,"₹1,005.89",0.0,3017.676454745374,2143.386612129679,Net Banking
ORD100733,19/07/2025,CUST11259,Monitor,Electronics,South,7,"₹13,520.69",0.05,89912.6143002565,78550.81120249536,Credit Card
ORD100734,01/06/2024,CUST10847,Smartphone,Electronics,South,6,"₹33,812.49",0.0,202874.93108049856,151852.6745629418,Cash
ORD100735,05/05/2025,CUST12210,Smartphone,Electronics,South,2,"₹25,543.51",0.1,45978.32525210389,42897.695947385284,Credit Card
ORD100736,17/06/2025,CUST10762,Monitor,Electronics,East,2,"₹10,995.60",0.05,20891.631605642957,13590.93929648914,Debit Card
ORD100737,31/08/2024,CUST10312,Keyboard,Accessories,South,4,"₹1,903.27",0.15,6471.126253342582,5179.811542356697,Net Banking
ORD100738,22/06/2025,CUST10730,Laptop,Electronics,West,4,"₹61,523.93",0.0,246095.70291708564,186090.41232470493,Debit Card
ORD100739,17/10/2025,CUST11965,Mouse,Accessories,South,2,₹781.49,0.05,1484.8357285476375,991.1764939710876,Cash
ORD100740,19/08/2025,CUST10191,Monitor,Electronics,West,2,"₹12,946.59",0.0,25893.182979954745,19028.91045289666,UPI
ORD100741,10/07/2025,CUST11028,Printer,Office Equipment,East,7,"₹7,727.20",0.0,54090.39243759014,32721.337478936617,Credit Card
ORD100742,08/04/2025,CUST10101,Headphones,Electronics,East,6,"₹2,459.52",0.15,12543.53157934045,10939.514095832108,Cash
ORD100743,16/07/2024,CUST12258,Laptop,Electronics,West,2,"₹73,727.73",0.0,147455.46753946407,126470.83990020111,Debit Card
ORD100744,03/08/2025,CUST10827,Headphones,Electronics,West,6,"₹2,455.17",0.0,14731.047718638381,12750.150029959523,Net Banking
ORD100745,22/09/2024,CUST10586,Printer,Office Equipment,West,2,"₹10,112.10",0.05,19212.981774116393,13941.57604564739,Debit Card
ORD100746,23/01/2025,CUST11733,Headphones,Electronics,West,4,"₹2,431.75",0.05,9240.662100898278,5845.621270600806,UPI
ORD100747,17/08/2024,CUST12369,Mouse,Accessories,South,1,₹858.61,,858.605249457529,734.4523589146073,Net Banking
ORD100748,16/08/2024,CUST10132,Tablet,Electronics,West,5,"₹19,408.73",,97043.63248576777,73637.98681090698,UPI
ORD100749,25/04/2024,CUST12167,Headphones,Electronics,South,2,"₹2,393.57",0.05,4547.779545363759,3650.5460987679858,Debit Card
ORD100750,02/12/2025,CUST10981,Mouse,Accessories,South,2,₹855.99,0.0,1711.9727046117753,1417.8884087716551,Debit Card
ORD100751,17/04/2024,CUST10432,Smartphone,Electronics,North,2,"₹33,118.96",0.1,59614.12921282715,47038.09917898674,Credit Card
ORD100752,03/03/2024,CUST10182,Headphones,Electronics,South,2,"₹2,814.94",0.1,5066.885485191581,4040.1809476460594,Cash
ORD100753,14/11/2025,CUST11087,Headphones,Electronics,East,1,"₹2,141.45",0.1,1927.302807883498,1795.4246522387944,Credit Card
ORD100754,09/02/2025,CUST10603,Mouse,Accessories,West,4,₹791.53,0.0,3166.116923390761,2335.425520526142,Cash
ORD100755,15/11/2024,CUST10607,Printer,Office Equipment,North,7,"₹9,386.72",0.0,65707.01802800447,52961.58504448402,UPI
ORD100756,22/06/2025,CUST10467,Headphones,Electronics,East,3,"₹2,488.56",0.0,,6371.276950633161,Credit Card
ORD100757,06/10/2024,CUST10355,Headphones,Electronics,West,6,"₹2,347.66",0.05,13381.656164826334,10003.925263992956,Credit Card
ORD100758,03/04/2024,CUST11965,Tablet,Electronics,West,4,"₹20,415.39",0.1,73495.39173885995,69322.57972110629,Credit Card
ORD100759,16/06/2025,CUST10970,Monitor,Electronics,South,2,"₹11,008.83",0.2,17614.12563562725,15228.989500521782,Net Banking
ORD100760,08/05/2024,CUST12003,Keyboard,Accessories,South,1,"₹1,813.74",0.0,1813.743469399394,1560.3300570692086,Credit Card
ORD100761,07/02/2025,CUST11337,Mouse,Accessories,East,6,₹769.72,0.15,3925.5698725428188,3165.873552266925,Net Banking
ORD100762,23/11/2025,CUST10196,Smartphone,Electronics,East,1,"₹32,149.96",0.0,32149.959388220617,21398.466978563763,Credit Card
ORD100763,14/11/2025,CUST11003,Tablet,Electronics,South,3,"₹20,682.56",0.0,62047.68255623647,49751.69302693852,UPI
ORD100764,20/09/2024,CUST10216,Headphones,Electronics,East,1,"₹2,445.12",0.1,2200.6112295840103,2098.306261348205,UPI
ORD100765,23/07/2025,CUST10829,,Accessories,North,6,₹907.30,0.0,5443.824560504134,4437.160120561009,Cash
ORD100766,23/03/2025,CUST12058,Monitor,Electronics,South,7,"₹10,960.89",,76726.26198873675,61936.05715248797,UPI
ORD100767,15/12/2024,CUST10819,Tablet,Electronics,West,3,"₹24,532.44",,,64209.76243410661,Credit Card
ORD100768,12/04/2024,CUST10595,Keyboard,Accessories,South,3,"₹1,898.33",0.0,5694.991073388792,4305.891933140054,Debit Card
ORD100769,01/10/2024,CUST10402,Smartphone,Electronics,South,4,"₹33,332.67",0.0,133330.668314508,113135.52369475916,Credit Card
ORD100770,20/04/2025,CUST10332,Smartphone,Electronics,West,4,"₹29,779.06",0.0,119116.22178951243,72706.93128983445,Net Banking
ORD100771,21/12/2025,CUST10556,Printer,Office Equipment,South,3,"₹8,817.64",,26452.92970971421,16850.6189457164,Credit Card
ORD100772,04/01/2024,CUST12273,Keyboard,Accessories,South,3,"₹1,658.06",0.0,4974.170960984809,3362.627478362253,Cash
ORD100773,07/06/2025,CUST11323,Headphones,Electronics,West,2,"₹2,533.63",0.15,4307.17146053951,4382.749560732807,UPI
ORD100774,09/09/2025,CUST11957,Smartphone,Electronics,West,2,"₹30,838.47",0.05,58593.097103736196,40407.05084422587,Debit Card
ORD100775,25/11/2025,CUST10397,Smartphone,Electronics,South,5,"₹29,279.31",0.1,131756.8967701944,103540.89059970986,Credit Card
ORD100776,05/11/2024,CUST11522,Printer,Office Equipment,North,6,"₹8,042.53",0.0,48255.19747706475,29433.15846479669,UPI
ORD100777,27/03/2024,CUST12073,Printer,Office Equipment,East,6,"₹8,387.38",0.2,40259.43383135102,31296.316793807746,Cash
ORD100778,16/07/2024,CUST11939,Monitor,Electronics,North,4,"₹10,251.31",0.15,34854.43847649257,31292.786325592762,UPI
ORD100779,12/09/2025,CUST11840,Smartphone,Electronics,East,6,"₹28,372.25",0.0,2042801.921546008,106798.80789072503,Cash
ORD100780,02/10/2025,CUST11879,Monitor,Electronics,South,5,"₹12,290.73",0.0,61453.66157923572,52344.81454826162,Cash
ORD100781,10/04/2025,CUST12472,Smartphone,Electronics,West,3,"₹34,101.40",0.1,92073.7796774392,86756.43591012171,Net Banking
ORD100782,30/03/2024,CUST10967,Keyboard,Accessories,South,3,"₹1,626.06",0.1,4390.373529135786,3776.7950242582074,Debit Card
ORD100783,30/03/2024,CUST10791,Mouse,Accessories,West,4,₹779.98,0.2,2495.9213543757423,2218.126465790592,Cash
ORD100784,15/12/2024,CUST10235,Printer,Office Equipment,North,3,"₹8,450.04",0.05,24082.615360170897,21511.8627297215,
ORD100785,05/03/2025,CUST10455,Headphones,Electronics,North,6,"₹2,242.60",,13455.589641758714,9911.23741313777,UPI
ORD100786,24/01/2024,CUST11009,Smartphone,Electronics,South,2,"₹31,759.67",0.0,63519.34194409301,41501.76587786448,UPI
ORD100787,15/05/2025,CUST10188,Smartphone,Electronics,East,1,"₹25,551.74",0.2,20441.393984591996,17804.056331339947,Debit Card
ORD100788,01/02/2025,CUST11893,Monitor,Electronics,North,4,"₹13,731.12",,54924.48612872946,38539.41932674263,Cash
ORD100789,09/01/2024,CUST10874,Keyboard,Accessories,East,1,"₹1,992.06",0.1,1792.8540041775025,1518.6400300042922,Net Banking
ORD100790,10/03/2024,CUST10808,Laptop,Electronics,East,2,"₹64,818.08",,129636.15309093976,92344.72969853273,UPI
ORD100791,27/11/2024,CUST12302,Tablet,Electronics,North,3,"₹24,778.22",0.05,70617.9231545679,61632.22119672263,Credit Card
ORD100792,11/06/2025,CUST10149,Monitor,Electronics,West,1,"₹12,461.01",0.15,10591.861557931266,9662.558014311897,UPI
ORD100793,25/08/2025,CUST11477,Tablet,Electronics,West,2,"₹25,258.85",0.0,50517.69637229703,33876.906844315105,Credit Card
ORD100794,10/11/2024,CUST11497,Monitor,Electronics,South,4,"₹11,201.90",0.05,42567.22883528151,31929.125067345572,UPI
ORD100795,03/08/2024,CUST12396,Smartphone,Electronics,South,3,"₹34,472.16",0.1,93074.81926560558,82992.66106239993,Cash
ORD100796,07/12/2025,CUST11023,Laptop,Electronics,South,7,"₹58,764.82",0.2,329083.0042997303,274713.9463696491,UPI
ORD100797,30/11/2024,CUST12285,Keyboard,Accessories,East,1,"₹1,720.85",,1720.8459185250815,1076.6601125333034,Net Banking
ORD100798,18/08/2024,CUST11689,Keyboard,Accessories,East,6,"₹2,035.08",0.1,10989.405018271715,9757.622913747837,Debit Card
ORD100799,18/11/2024,CUST10949,Tablet,Electronics,South,5,"₹21,145.58",0.2,84582.31633069816,75475.35210912135,Credit Card
ORD100800,09/01/2024,CUST11322,Printer,Office Equipment,East,5,"₹8,216.56",0.15,34920.37242687672,26079.27475529484,Cash
ORD100801,08/08/2024,CUST11094,Smartphone,Electronics,North,5,"₹26,035.38",0.15,110650.381784351,95582.59108387506,Net Banking
ORD100802,11/01/2025,CUST11506,Headphones,Electronics,South,1,"₹2,236.72",0.0,2236.7186572915803,1692.9452687202242,Credit Card
ORD100803,01/11/2025,CUST10748,Smartphone,Electronics,South,6,"₹28,697.01",0.1,154963.85919960964,104551.02612054345,Debit Card
ORD100804,22/06/2025,CUST10824,Laptop,Electronics,South,3,"₹63,464.03",0.1,171352.8675624775,156409.6852687517,UPI
ORD100805,24/07/2025,CUST11854,Laptop,Electronics,North,5,"₹65,827.80",0.15,279768.13776507735,242780.51454275282,Cash
ORD100806,01/02/2025,CUST12453,Laptop,Electronics,North,3,"₹71,114.97",0.1,192010.40791185605,129533.17409166225,Net Banking
ORD100807,21/03/2024,CUST11423,Keyboard,Accessories,West,3,"₹1,537.24",0.2,3689.3856453646267,3879.8508784324013,Cash
ORD100808,12/10/2024,CUST10823,Smartphone,Electronics,South,5,"₹33,070.05",,165350.22590537596,126306.38876684855,Net Banking
ORD100809,28/12/2025,CUST10158,Smartphone,Electronics,East,7,"₹30,695.24",0.1,193380.0377494103,186871.871031754,UPI
ORD100810,02/02/2024,CUST12346,Laptop,Electronics,West,7,"₹70,001.32",0.15,416507.8667124593,332589.4242616327,Debit Card
ORD100811,03/10/2025,CUST12296,Mouse,Accessories,North,6,₹969.38,0.1,5234.675703791571,4161.74509009206,Net Banking
ORD100812,14/05/2025,CUST10518,Mouse,Accessories,South,4,"₹1,008.86",0.1,3631.913004286682,3170.3477236043955,Debit Card
ORD100813,26/07/2024,CUST11963,Printer,Office Equipment,South,4,"₹7,902.13",0.1,28447.655629869867,27054.189218835607,Debit Card
ORD100814,21/07/2025,CUST11693,Laptop,Electronics,East,7,"₹66,394.55",,464761.8368606492,381814.1103166712,Cash
ORD100815,02/09/2025,CUST12332,Smartphone,Electronics,West,2,"₹33,681.27",0.2,53890.025208885425,52545.83135703239,Cash
ORD100816,01/02/2024,CUST11258,Monitor,Electronics,East,7,"₹12,789.14",0.15,76095.39924669865,73655.41056184447,Cash
ORD100817,18/03/2024,CUST10623,Mouse,Accessories,East,5,₹791.08,0.05,3757.6201489943096,2478.272321409308,UPI
ORD100818,01/05/2025,CUST10854,Smartphone,Electronics,North,5,"₹31,025.68",0.1,139615.55459063014,124532.44984146577,Cash
ORD100819,30/12/2025,CUST11882,Smartphone,Electronics,South,5,"₹32,698.93",0.2,130795.71273123402,124585.51189640102,Cash
ORD100820,18/01/2024,CUST10505,Monitor,Electronics,East,6,"₹11,189.50",,67137.01458420309,45437.70930866564,Debit Card
ORD100821,30/04/2025,CUST11584,Laptop,Electronics,East,5,"₹67,583.62",,337918.0904141296,225321.67654289925,
ORD100822,09/04/2024,CUST12067,Monitor,Electronics,East,1,"₹13,225.48",0.15,11241.661397466081,9002.793428681429,UPI
ORD100823,19/04/2025,CUST10307,Tablet,Electronics,South,6,"₹22,157.52",0.15,113003.3617358685,84340.97186955376,Debit Card
ORD100824,31/03/2025,CUST11320,Keyboard,Accessories,South,6,"₹1,634.86",0.0,9809.16653073918,6636.012703002507,Debit Card
ORD100825,07/03/2024,CUST10648,Monitor,Electronics,South,7,"₹12,178.86",0.15,72464.19105574065,52852.04077623446,Credit Card
ORD100826,11/05/2025,CUST11244,Monitor,Electronics,South,7,"₹12,316.81",0.05,81906.81415972946,67971.18005701221,UPI
ORD100827,16/10/2025,CUST10479,Printer,Office Equipment,North,7,"₹8,737.70",0.2,,45471.8620887892,Cash
ORD100828,22/09/2025,CUST10798,Keyboard,Accessories,East,1,"₹1,896.99",0.0,1896.9929772449025,1206.014579731117,Net Banking
ORD100829,22/01/2024,CUST10383,Keyboard,Accessories,East,5,"₹1,764.00",,8819.998815658664,7013.7928488723055,Credit Card
ORD100830,28/06/2024,CUST10988,Printer,Office Equipment,West,7,"₹10,018.99",0.1,63119.660541002595,45575.42924574853,Cash
ORD100831,24/06/2024,CUST11623,Smartphone,Electronics,North,7,"₹32,624.63",0.0,228372.40445326743,168668.55129536876,Debit Card
ORD100832,26/11/2024,CUST10762,Laptop,Electronics,South,4,"₹70,943.05",0.1,255394.9849826103,243371.45239964544,Credit Card
ORD100833,14/04/2024,CUST12165,Monitor,Electronics,South,7,"₹12,093.88",0.15,71958.56302695377,68831.10384347636,UPI
ORD100834,15/09/2025,CUST11513,Headphones,Electronics,West,7,"₹2,272.26",0.15,13519.952149385867,12145.03304028437,Credit Card
ORD100835,21/07/2025,CUST12469,,Electronics,West,1,"₹32,019.80",0.15,27216.826916178736,24455.99662493752,Credit Card
ORD100836,13/08/2025,CUST11688,Laptop,Electronics,South,7,"₹56,593.97",0.1,356541.98804153316,244815.16224019765,Debit Card
ORD100837,24/05/2024,CUST10537,Printer,Office Equipment,South,5,"₹9,047.45",0.0,45237.26163806533,32551.05565848787,Net Banking
ORD100838,11/01/2024,CUST11416,,Accessories,North,5,"₹1,558.61",0.2,6234.434816000077,5345.981822898424,Credit Card
ORD100839,26/10/2025,CUST11685,Mouse,Accessories,South,2,₹907.67,,1815.3460911727864,1330.4635339702415,Debit Card
ORD100840,29/07/2024,CUST11187,Laptop,Electronics,North,7,"₹68,625.48",0.15,408321.61967318115,416199.23219582066,Net Banking
ORD100841,24/04/2025,CUST10195,Headphones,Electronics,South,3,"₹2,439.40",0.0,7318.1960544434205,6002.565279761919,Debit Card
ORD100842,25/10/2025,CUST10451,Keyboard,Accessories,South,3,"₹1,755.13",0.15,4475.575660345299,4058.5230241919303,Debit Card
ORD100843,27/01/2024,CUST10597,Keyboard,Accessories,North,3,"₹1,596.31",0.05,4549.479735571932,3818.2735187324483,Cash
ORD100844,04/01/2024,CUST11032,Mouse,Accessories,West,7,₹846.50,,5925.495754013899,4767.463649951877,Credit Card
ORD100845,04/01/2024,CUST12118,Mouse,Accessories,East,4,₹884.95,0.0,3539.8156182318066,2576.222846087127,Credit Card
ORD100846,24/04/2024,CUST10062,Monitor,Electronics,East,1,"₹13,308.82",0.0,13308.823699068815,11213.74921988275,Debit Card
ORD100847,07/02/2024,CUST12353,Tablet,Electronics,East,1,"₹24,626.67",0.0,24626.6673554379,19032.61311403648,Cash
ORD100848,21/08/2025,CUST11322,Headphones,Electronics,South,7,"₹2,840.19",0.15,16899.10120520885,16037.236739020298,Credit Card
ORD100849,18/03/2025,CUST12426,Laptop,Electronics,South,2,"₹57,205.14",0.15,97248.74155974945,69000.11528613555,Credit Card
ORD100850,16/12/2025,CUST11702,Printer,Office Equipment,West,6,"₹8,449.77",0.15,43093.82287117258,38055.23704335191,Credit Card
ORD100851,08/08/2025,CUST11161,Laptop,Electronics,South,1,"₹64,276.80",0.05,61062.96181990576,45120.493710927105,Cash
ORD100852,04/12/2025,CUST10290,Headphones,Electronics,EAST,7,"₹2,606.31",0.2,14595.324062438216,11229.51327636619,Cash
ORD100853,23/06/2024,CUST11839,Laptop,Electronics,East,5,"₹68,954.57",0.05,327534.21009915305,269239.1026737973,Debit Card
ORD100854,29/07/2024,CUST11522,Smartphone,Electronics,North,2,"₹32,574.15",0.0,65148.29319514049,56030.9767202379,Credit Card
ORD100855,12/09/2025,CUST10922,Monitor,Electronics,,7,"₹11,985.15",0.15,71311.61701148849,67550.69304089538,Cash
ORD100856,27/06/2024,CUST12041,Smartphone,Electronics,North,3,"₹30,509.26",0.1,82374.99767903355,56964.09938528909,Cash
ORD100857,11/02/2024,CUST11752,Monitor,Electronics,South,7,"₹13,658.05",0.1,86045.74322768902,58881.42698908567,Credit Card
ORD100858,03/05/2025,CUST10720,Printer,Office Equipment,West,5,"₹8,298.08",0.05,39415.86268830284,28902.573437804793,Cash
ORD100859,07/08/2025,CUST10380,,Electronics,East,4,"₹32,733.84",0.15,,87306.82518345723,Net Banking
ORD100860,07/12/2025,CUST11646,Printer,Office Equipment,West,1,"₹9,571.91",0.0,9571.908692765126,5817.042186224385,Cash
ORD100861,08/11/2025,CUST10305,Monitor,Electronics,West,2,"₹10,704.32",0.1,19267.782141998126,13085.396734560463,Debit Card
ORD100862,28/03/2024,CUST11313,Keyboard,Accessories,East,1,"₹2,030.31",0.05,1928.7902383643875,1414.394092033607,Debit Card
ORD100863,17/07/2025,CUST12459,Monitor,Electronics,South,6,"₹13,279.28",0.15,67724.33902648158,50784.558779241794,Debit Card
ORD100864,09/09/2025,CUST11855,Headphones,Electronics,North,1,"₹2,709.63",0.05,2574.1470651889167,1773.469674093403,Debit Card
ORD100865,24/05/2025,CUST10778,Laptop,Electronics,East,1,"₹57,722.08",0.0,57722.0848831944,48686.57177638413,Credit Card
ORD100866,21/08/2025,CUST12402,Keyboard,Accessories,South,1,"₹1,605.42",0.05,1525.1509824506322,1409.9295431794483,Net Banking
ORD100867,03/09/2025,CUST12242,Printer,Office Equipment,East,7,"₹9,494.64",0.1,59816.205773957736,54850.276653560846,Credit Card
ORD100868,22/11/2024,CUST11228,Keyboard,Accessories,East,7,"₹1,587.93",0.0,11115.480657376993,7393.736704565522,Debit Card
ORD100869,30/01/2024,CUST10056,Keyboard,Accessories,North,6,"₹1,591.19",0.15,8115.071178656391,6198.345996264022,Credit Card
ORD100870,29/11/2024,CUST12226,Mouse,Accessories,South,1,₹873.08,0.05,829.421683273729,665.2600876814142,UPI
ORD100871,27/05/2024,CUST12078,Monitor,Electronics,West,4,"₹10,219.36",0.05,38833.5695184505,33498.87681310299,Credit Card
ORD100872,24/03/2024,CUST12440,Laptop,Electronics,South,7,"₹69,318.93",0.1,436709.23603594495,380463.04682375275,Cash
ORD100873,01/04/2024,CUST12341,Keyboard,Accessories,West,1,"₹1,821.71",0.05,1730.6261874986858,1503.0042042308762,UPI
ORD100874,24/05/2025,CUST11230,Tablet,Electronics,East,6,"₹19,215.95",0.15,98001.34186256514,84899.04664896696,UPI
ORD100875,03/01/2025,CUST10038,Headphones,Electronics,South,,"₹2,532.69",0.15,2152.784002144743,2220.090268071537,Cash
ORD100876,29/01/2025,CUST10987,Tablet,Electronics,West,6,"₹19,056.98",0.15,97190.59780103738,93797.28134772326,Net Banking
ORD100877,28/06/2025,CUST10973,Tablet,Electronics,East,4,"₹19,166.59",0.1,68999.73947851801,47093.36412652513,Credit Card
ORD100878,04/02/2025,CUST10751,Smartphone,Electronics,East,7,"₹29,869.20",0.05,198630.15148056453,146763.71202558457,Cash
ORD100879,04/04/2025,CUST12020,Keyboard,Accessories,South,3,"₹1,799.90",0.0,5399.713665835345,4085.9301581188975,Credit Card
ORD100880,03/03/2024,CUST12023,Mouse,Accessories,West,6,₹856.53,0.05,4882.21295548264,3406.11623919327,Credit Card
ORD100881,13/09/2025,CUST10011,Monitor,Electronics,South,6,"₹12,438.38",0.2,59704.210799628454,53206.76991537432,Credit Card
ORD100882,23/11/2024,CUST12284,Mouse,Accessories,East,3,₹869.59,0.0,2608.7603061503805,2025.1571365580912,Debit Card
ORD100883,23/04/2024,CUST10762,Printer,Office Equipment,West,5,"₹9,234.79",0.0,46173.96781667533,34843.20072365584,UPI
ORD100884,16/08/2025,CUST10439,,Accessories,East,4,₹859.44,0.15,2922.102572532864,2891.870712315821,Debit Card
ORD100885,20/06/2025,CUST10645,Tablet,Electronics,East,4,"₹23,418.78",0.1,84307.61508029726,63090.49498176997,Debit Card
ORD100886,08/02/2024,CUST10158,Tablet,Electronics,North,6,"₹22,523.29",,135139.73025139887,115939.09271229191,Net Banking
ORD100887,20/05/2024,CUST10334,Tablet,Electronics,South,2,"₹19,756.29",0.0,39512.5748183174,27271.595634102054,Credit Card
ORD100888,12/01/2024,CUST10735,Tablet,Electronics,South,1,"₹23,229.37",0.2,18583.49955533836,19924.085582602012,Credit Card
ORD100889,16/07/2024,CUST10219,Smartphone,Electronics,West,4,"₹32,555.42",0.15,110688.4392295238,87186.0810134,UPI
ORD100890,13/03/2024,CUST10431,Laptop,Electronics,West,6,"₹56,534.54",0.15,288326.1760582324,251729.80155540025,Cash
ORD100891,02/06/2025,CUST10622,Smartphone,Electronics,South,2,"₹30,989.65",0.05,58880.32617964042,53365.855587769154,UPI
ORD100892,16/01/2025,CUST11916,Smartphone,Electronics,South,3,"₹32,613.87",0.05,92949.52067673531,66307.21526318212,Cash
ORD100893,16/12/2025,CUST10499,Mouse,Accessories,North,5,₹795.96,0.0,3979.7814120011144,3333.6664796237983,Credit Card
ORD100894,01/07/2025,CUST12296,Keyboard,Accessories,South,4,"₹2,016.89",0.15,6857.433842633516,5972.781736673718,UPI
ORD100895,22/03/2025,CUST12436,Monitor,Electronics,North,5,"₹11,693.28",0.0,58466.3781525496,41952.12131741758,Cash
ORD100896,06/01/2025,CUST10842,Laptop,Electronics,North,4,"₹69,637.88",0.0,278551.5060457,218894.94429887412,Debit Card
ORD100897,09/02/2024,CUST10055,Mouse,Accessories,West,6,"₹1,007.74",0.05,5744.137714270241,3964.0252698091435,UPI
ORD100898,21/02/2024,CUST10722,Headphones,Electronics,East,7,"₹2,867.23",0.2,16056.476033655188,15744.827860343585,Credit Card
